Date,Facebook_Impressions,Instagram_Impressions,YouTube_Impressions,Facebook_Clicks,Instagram_Clicks,YouTube_Clicks,Facebook_Engagements,Instagram_Engagements,YouTube_Engagements,Facebook_Conversions,Instagram_Conversions,YouTube_Conversions,Facebook_Revenue,Instagram_Revenue,YouTube_Revenue,Demographic_ID,Geo_ID,Region
17-12-22,276226,146616,77735,377,11745,1865,8310,1981,5047,1461,360,8,20963.96,35787.76,72.28,12,101,North
17-12-22,267180,122299,115314,4816,4561,2873,7017,3845,5244,84,2006,24,26379.47,4529.85,27670.68,6,105,Central
17-12-22,175947,188788,43310,5463,8684,126,8968,2679,4031,140,1125,282,39637.47,14518.79,3670.74,12,101,North
17-12-22,133389,87843,244168,6632,4377,1723,12932,4392,3049,1097,562,236,2356.57,10958.42,63470.01,1,103,East
17-12-22,189657,148931,225988,8092,33,4876,6950,5883,8936,12,625,950,24950.94,38473.77,6445.29,2,101,North
17-12-22,472884,35695,11921,4917,4068,6643,11817,535,6607,364,4,1046,44061.14,15528.38,1551.48,8,104,West
17-12-22,137893,285718,71466,551,4398,10261,1273,19207,2116,877,10,885,57826.62,1741.88,19529.5,2,104,West
17-12-22,105375,54721,311968,773,937,13393,13467,1109,2852,55,525,845,44248.53,7981.05,17066.42,12,102,South
17-12-22,163232,270105,97364,1064,7668,5899,2219,2402,11058,942,65,739,50528.33,821.14,23695.53,8,105,Central
17-12-22,242190,156794,44549,5312,6877,934,4021,12018,2327,430,219,952,20002.45,20472.89,32992.66,7,105,Central
17-12-22,227958,212026,1027,1549,2787,8815,1970,21035,1216,835,936,134,38967.26,24849.59,3870.15,3,104,West
17-12-22,347432,140206,71046,3939,1615,6407,2287,7134,10489,226,573,590,27396.28,9895.42,19889.3,2,102,South
17-12-22,2355,99203,329954,4075,2139,8799,7414,12633,3515,372,919,163,44121.49,7589.2,17517.31,7,103,East
17-12-22,214598,21652,234415,7715,3246,2034,4159,8668,4296,498,560,677,22176.92,16963.71,29583.37,4,105,Central
17-12-22,41076,38438,466862,2484,4166,4502,3614,7242,4963,477,1188,134,21642.01,39285.59,4404.4,9,103,East
17-12-22,43505,422866,83159,1434,6072,4303,49,17934,1933,884,369,463,21036.73,15026.4,33796.87,2,104,West
17-12-22,99989,36678,373329,4316,4872,6437,13102,475,7547,719,368,826,1590.18,36182.53,27537.29,10,105,Central
17-12-22,156059,303639,65623,470,525,13516,9451,2208,3871,173,871,860,13448.83,18920.96,27904.21,11,101,North
24-12-22,268802,116295,59134,8085,2313,27,3340,11794,8894,530,1412,183,7073.82,54980.89,10922.29,5,101,North
24-12-22,6296,472781,56132,3211,6593,3768,7306,7204,2429,28,187,1487,38269.25,14870.26,21927.49,12,102,South
24-12-22,63331,119167,408188,396,5429,7468,12666,6448,1761,1367,189,554,2382.63,10483.15,50972.22,7,104,West
24-12-22,63950,235724,217229,4280,6648,1466,11618,3618,8438,56,1109,172,65278.21,9981.93,3130.86,1,102,South
24-12-22,167661,15425,217130,6530,1531,4000,7203,6997,867,637,372,853,32260.3,30099.76,1689.94,1,103,East
24-12-22,250074,254003,92038,2426,4304,5531,8120,5587,5059,60,1731,79,2418.14,56350.79,9478.07,3,105,Central
24-12-22,169480,137779,257716,3405,6326,4502,3118,11829,1848,105,449,1151,8501.36,10785.67,36362.97,2,101,North
24-12-22,323520,193092,60902,3250,7196,739,9752,6836,990,652,206,997,65705.45,10122.82,2168.73,8,104,West
24-12-22,311416,107899,175921,738,3521,6034,4394,4564,7882,483,604,614,11444.74,31246.73,18337.53,5,104,West
24-12-22,61137,90844,388796,2251,2458,9124,1362,22364,579,294,1611,163,17379.92,21441.15,29754.93,8,102,South
24-12-22,31126,146789,230236,330,11633,2583,2342,3833,9009,531,109,1191,2260.97,34883.36,37728.67,3,104,West
24-12-22,72159,7638,506640,3238,6300,1382,10778,10142,150,1008,732,11,7984.73,34936.94,20390.33,3,103,East
24-12-22,96860,30313,308765,4638,4055,3793,5916,10815,73,278,932,176,2978.03,15065.35,53538.62,11,102,South
24-12-22,116958,204129,223890,6854,3682,869,4139,18538,1508,939,304,391,22602.62,29035.38,5438,5,103,East
24-12-22,63697,192446,317337,9001,3504,1173,2552,274,16175,1508,229,154,1392.69,29903.84,40687.47,7,105,Central
24-12-22,198854,119391,197642,2992,2475,6255,17711,5407,305,86,1005,305,43121.91,15609.29,811.8,2,104,West
24-12-22,82340,17761,353764,5510,3927,3700,4899,9370,8532,961,517,290,13142.17,43726.27,19390.56,8,105,Central
24-12-22,31468,3285,442957,5569,2735,2822,12549,1712,2313,1243,400,413,23978.79,13763.11,23015.1,9,103,East
24-12-22,309862,137058,102055,5447,7316,311,7834,457,7444,1353,311,50,17668.38,42474.65,6035.97,11,105,Central
24-12-22,119371,30115,437033,5357,4447,4662,1955,3154,17664,1015,271,563,24301.12,16302.89,14604.99,4,103,East
24-12-22,33619,157620,319225,10193,4555,12,945,3941,12846,465,513,471,6371.48,66772.85,250.67,11,104,West
24-12-22,232913,245601,2045,7267,2371,2129,11733,3480,5822,423,1154,106,10131.94,35477.35,14502.71,9,103,East
24-12-22,12758,361195,64995,773,18,14196,2319,9970,6968,372,817,227,436.61,43336.2,23618.19,11,102,South
24-12-22,291007,12184,290192,6741,2227,1437,1362,885,13851,2,1687,116,8552.19,41647.25,12013.56,8,104,West
31-12-22,112898,26225,454117,6642,6959,2372,12921,3252,7602,1716,444,19,11895.14,22638.43,21096.43,2,102,South
31-12-22,279362,220848,88580,4356,735,7305,10506,7205,1258,1705,95,139,18853.01,9555.26,34604.73,10,104,West
31-12-22,59533,41708,390705,3140,6592,1109,11780,8860,3854,777,444,108,16032.55,17090.88,35192.57,12,105,Central
31-12-22,105192,310521,7571,2538,7347,5442,2043,5654,13896,93,419,1028,6567.96,24597.38,38140.66,4,101,North
31-12-22,89261,220111,226158,8433,2727,653,1617,10629,9101,41,806,674,8212.6,57322.9,2407.5,9,102,South
31-12-22,70640,252157,216926,157,5556,4740,10001,4763,1879,751,807,541,19104.66,36942.66,7061.68,1,103,East
31-12-22,276771,75437,115825,12107,167,1116,4796,4870,5689,501,27,910,1242.06,23316.74,44460.2,1,103,East
31-12-22,63377,143528,390853,2212,6860,4392,10612,3490,10383,265,434,658,16101.87,10411.96,46240.17,3,104,West
31-12-22,255563,58128,200712,2122,4601,7899,142,14561,2291,972,214,534,20076.38,7544.25,30986.37,9,104,West
31-12-22,173051,134526,281290,3471,2417,4588,10113,9203,3720,760,620,420,26467.05,14899.64,31726.31,3,103,East
31-12-22,50843,341214,63027,4570,8417,2429,12777,91,2705,106,250,954,30858.46,13883.61,21823.93,4,104,West
31-12-22,28059,209847,214198,3285,11994,336,4166,10519,596,201,1115,438,24192.58,29392.25,22295.17,3,101,North
31-12-22,11435,141919,325294,4423,5819,733,2101,7747,8516,147,692,1295,55338.81,401.85,6662.34,5,104,West
31-12-22,302749,123489,3649,3689,7384,4296,6946,7500,9919,533,924,589,11928.58,21447.77,26717.65,2,105,Central
31-12-22,296119,35961,214484,2893,8315,964,3273,6747,13749,156,864,988,1439.82,9256.96,45658.22,4,104,West
31-12-22,303515,151683,129507,1682,9602,1192,10422,3904,1103,850,440,882,30059.6,1186.39,27983.01,11,101,North
31-12-22,339974,4619,67376,5382,3319,3147,289,8566,11137,1271,114,337,3447.68,21234.57,52590.75,7,103,East
31-12-22,293805,37682,121673,8033,1529,4703,15666,6229,1238,418,401,1013,10956.56,37890.4,15914.04,6,103,East
31-12-22,70419,327672,57551,2428,7304,3533,14732,1726,8451,347,822,658,2002.23,16764.44,45737.33,12,101,North
31-12-22,434684,31807,115334,8512,2171,2378,624,9069,5693,331,624,451,24725.03,15846.6,25305.37,4,102,South
31-12-22,22992,297985,130816,10026,3568,1226,6430,1839,12399,520,1336,145,16874.08,37690.21,9812.71,12,101,North
31-12-22,118074,117525,322485,3220,3217,5015,13612,3049,6378,178,915,413,4892.66,18355.85,46331.49,10,101,North
31-12-22,256664,172958,47908,6605,1927,2084,6143,8365,1292,8,1192,224,11412.71,17183.76,47582.53,1,105,Central
31-12-22,357221,160348,32506,5302,1758,3757,8471,2845,13680,1226,229,440,47210.99,16531.75,2076.26,5,101,North
07-01-23,78634,397841,69858,5308,247,5423,3871,9103,8304,886,193,327,26631.51,1101.98,36978.51,10,104,West
07-01-23,143265,213532,84318,10887,3328,360,12815,3975,102,592,18,804,1774.63,60357.42,4322.95,2,101,North
07-01-23,11603,41625,472662,10204,1960,2580,1023,12784,4013,294,815,799,38713.2,17500.67,5662.13,9,101,North
07-01-23,65242,226517,153215,6097,5296,1060,54,12919,3151,246,606,1293,119.64,18381.78,45601.58,10,101,North
07-01-23,174522,284720,37157,2867,3162,5933,6546,4532,13295,1169,533,296,28130.83,13522.9,35489.27,5,102,South
07-01-23,230690,122716,49559,5864,3248,4596,14132,6071,696,526,460,875,4459.57,60205.63,5546.8,10,102,South
07-01-23,123849,171184,117861,3740,907,8681,5190,8431,9652,372,819,572,22214.4,24513.98,14311.62,12,104,West
07-01-23,46522,264382,267487,7270,6842,662,9608,4615,2994,324,1409,331,36707.73,9437.36,9943.91,1,104,West
07-01-23,81764,65488,383347,4490,2454,6350,822,12355,2367,82,1200,313,17932.17,22386.49,15574.34,11,101,North
07-01-23,343643,160702,37469,3965,5690,2557,5312,1507,12724,764,453,602,35756.09,7593.23,35011.68,10,103,East
07-01-23,129329,70286,260233,409,6319,7406,3707,7213,11190,908,350,48,49363.44,14776.34,11535.22,10,101,North
07-01-23,206180,272293,63859,2565,3909,7048,79,7669,14909,381,179,918,44311.9,15492.05,19036.05,7,104,West
07-01-23,120779,104590,327034,1749,9928,3933,5475,9950,4220,74,291,946,3547.15,32379.56,35332.29,6,101,North
07-01-23,67894,164991,258907,253,3826,8892,1767,13272,164,115,921,406,26507.83,35614.56,770.61,11,103,East
07-01-23,149059,232979,162999,9047,1003,1619,11221,5478,1956,939,813,216,32228.68,16488.25,22989.07,3,102,South
07-01-23,23040,317681,104810,10499,3625,531,1010,6389,10464,172,207,1148,7215.8,52099.95,5102.25,3,102,South
07-01-23,25984,86573,473692,6604,1774,6934,3159,20129,698,992,932,14,13985.97,35335.82,15660.21,5,104,West
07-01-23,154290,121703,157414,2827,5346,7197,4634,8376,7106,313,129,1435,3253.08,45678.14,24429.78,3,105,Central
07-01-23,13371,219271,211556,6460,2386,1239,9423,228,5638,368,1584,32,148.15,56921.76,6318.09,10,102,South
07-01-23,91507,90447,314214,1306,7490,2979,3011,1232,11923,460,1222,504,9834.84,24559.74,44550.42,4,101,North
07-01-23,49018,454610,52818,4996,1218,7264,3647,8367,6134,1600,16,581,20248.08,46687.95,1628.97,7,103,East
07-01-23,1645,57506,346673,5474,3962,2406,14352,3219,2897,342,345,693,46451.79,14137.39,18090.82,5,102,South
07-01-23,245080,168216,169621,1442,7660,1706,5995,2055,12096,834,488,398,23834.17,39973.23,14562.6,2,101,North
07-01-23,12920,542521,3602,4514,4371,3044,9916,7529,2302,474,1287,388,25388.57,23160.3,7407.13,5,102,South
14-01-23,389699,10370,2396,2771,5491,3483,5424,1005,12719,655,650,670,44623.42,6373.33,4327.25,8,103,East
14-01-23,31476,223284,272011,5955,1396,5388,1458,3128,19385,1147,135,327,319.03,11843.52,56781.45,6,104,West
14-01-23,100633,65142,269225,3351,4361,7691,2591,10172,4098,574,69,753,27144.27,3200.17,47337.56,9,105,Central
14-01-23,318067,134311,120796,4953,2175,4079,4755,14895,2368,80,731,641,19590.64,695.98,50004.38,3,104,West
14-01-23,130481,150972,156316,1832,6594,2020,10766,1755,3763,1059,674,214,2761.89,16221.03,51892.08,6,105,Central
14-01-23,106754,65527,239527,238,13066,317,30,14997,6440,129,1164,25,46194.86,11957.39,18977.75,7,103,East
14-01-23,66068,45614,393052,8959,1708,577,741,13274,5489,135,1481,188,15015.01,36411.39,16640.6,9,103,East
14-01-23,493930,39750,13149,2862,8009,4287,1962,3612,10247,82,1069,494,4090.54,32030.63,20305.83,7,104,West
14-01-23,1465,19102,420806,1574,2007,10925,4641,7812,3492,651,914,70,41179.67,4536.32,12402.01,10,103,East
14-01-23,138106,229964,222078,1758,12355,966,6600,7522,6066,941,561,593,12605.64,46972.76,10750.6,11,103,East
14-01-23,129549,134366,254250,8454,197,6891,18181,914,1738,63,905,784,14478.88,50384.16,14388.96,12,103,East
14-01-23,416045,107236,11890,7032,2804,1838,4598,13567,5514,727,907,316,56277.57,19652.05,2008.38,7,104,West
14-01-23,227737,28908,258915,770,8867,2139,6323,5308,13171,213,1005,233,976.93,46745.8,27341.27,1,103,East
14-01-23,95058,60854,385295,2713,1173,8942,3651,11027,1089,182,288,1181,43737.03,9993.52,23893.45,12,104,West
14-01-23,419713,3392,43270,8541,1195,1463,2687,7304,13071,260,257,834,4087.08,4563.09,57135.83,2,105,Central
14-01-23,199441,58433,204053,1193,5990,6180,5042,10105,7951,764,411,773,20621.02,15282.7,36866.28,3,103,East
14-01-23,203533,242409,16443,4096,6218,4525,6964,10760,6170,87,974,353,9866.06,20845.65,42133.29,12,101,North
14-01-23,99170,61912,252781,1851,1647,9685,9086,9014,2450,625,327,352,18020.17,13274.79,34404.04,6,102,South
14-01-23,48765,380977,47039,8168,2575,5021,14109,1147,1710,240,1236,555,28368.7,23951.31,5764.99,3,102,South
14-01-23,175253,93841,293619,62,5820,5694,9512,1857,3679,2015,127,13,38853.04,8183.42,20411.54,1,102,South
14-01-23,295069,34128,178052,1922,9093,2978,2407,2199,17108,962,1,547,15344.21,5627.94,45396.85,7,104,West
14-01-23,52760,121240,358602,5493,6774,1722,1151,14100,93,124,143,1044,35202.47,25741,14461.53,11,102,South
14-01-23,120855,317026,131222,7694,1034,1996,2437,14543,2605,1110,448,502,44149.55,5437.64,5614.81,1,103,East
14-01-23,38011,413308,51978,3878,6708,1420,4763,15363,2095,459,491,375,22142.53,12426.6,23263.87,5,102,South
21-01-23,20172,448242,89214,343,8335,1753,4619,9739,4576,1120,144,202,2990.41,6717.92,69914.67,2,103,East
21-01-23,349302,138102,18426,790,9067,2687,2783,454,21491,787,556,617,50425.9,806.44,13368.66,8,103,East
21-01-23,135902,306784,19951,3788,5282,1309,8301,2708,7146,1071,928,32,24088.32,20558.71,20715.97,12,105,Central
21-01-23,187345,77079,276217,398,3965,9244,13147,7345,1546,1080,716,204,34155.27,9628.95,26854.78,4,105,Central
21-01-23,82926,256375,185555,417,8212,7010,10351,4760,6216,238,105,1195,3549.6,811.87,74673.53,3,102,South
21-01-23,63120,202351,225224,4061,4261,5382,7963,9364,7081,947,376,58,37551.25,12351.47,13656.28,3,102,South
21-01-23,10123,262243,143251,3769,1331,6734,9211,9123,411,860,159,871,16943.41,6520.42,41863.17,6,102,South
21-01-23,206103,27966,210320,5829,7396,996,6998,8384,1410,132,1150,157,4740.86,48512.11,13164.03,10,103,East
21-01-23,145769,175288,210518,2735,1459,7456,8934,5476,7276,555,430,659,7465.49,34900.58,23191.93,4,103,East
21-01-23,95912,288641,66883,8122,4179,2884,3252,8101,6082,486,345,727,12750.79,37166.21,28924,5,103,East
21-01-23,331825,1276,77785,7950,5439,1369,1122,13653,2542,548,888,15,42834.84,16962.96,6494.2,8,104,West
21-01-23,93232,255987,199969,3538,713,11363,13708,6434,2362,97,1910,16,367.74,4351.7,62648.56,9,101,North
21-01-23,415395,22411,4610,6703,4240,1033,2756,9813,8660,978,813,117,3934.14,48451.09,17487.77,9,103,East
21-01-23,121841,230687,107628,7502,4261,48,4268,2468,16061,1482,620,48,3070.81,28187.89,32856.3,11,104,West
21-01-23,1729,383301,209809,5456,1979,3535,4783,19187,760,182,796,1066,19367.45,17556.11,37322.44,12,102,South
21-01-23,1981,368523,55155,1417,7804,788,893,11682,9811,165,1077,97,25960.26,7503.97,35523.77,6,103,East
21-01-23,56244,367166,52691,7456,7,3842,5264,3567,7486,325,846,560,23661.24,7111.36,33830.4,12,105,Central
21-01-23,270890,105968,48877,6947,3996,4742,8985,12176,2937,352,572,607,49848.36,5264.74,5180.9,6,105,Central
21-01-23,56215,214311,136643,9226,2792,2515,4732,8965,5483,370,1057,396,14653.64,25348.07,39321.29,6,101,North
21-01-23,36391,178396,299846,193,7192,6747,7013,11485,3365,841,768,514,36498.27,14106.62,25099.11,8,105,Central
21-01-23,7320,164387,415919,3563,10348,1951,9101,5500,5629,1179,338,22,29978.2,5846.79,19975.01,11,101,North
21-01-23,12692,76712,404820,2699,4397,6252,5540,8698,1067,86,117,1996,11447.78,3488.45,47034.77,4,104,West
21-01-23,166338,309555,77610,1598,599,8007,4157,375,15764,976,414,75,28854.78,28490.24,10495.98,11,101,North
21-01-23,102892,357421,1318,7216,3250,2964,1306,17638,3714,15,1593,516,29468.52,7639.29,39314.19,4,103,East
28-01-23,170061,150372,117459,1023,10065,258,12728,3880,863,649,569,385,39342.61,6904.46,11920.93,6,104,West
28-01-23,130517,234921,147660,2981,9520,554,4330,11093,7295,1323,407,294,43577.6,10001.06,2827.34,9,105,Central
28-01-23,39022,380085,110759,1381,8860,2156,5309,682,9685,44,1666,463,30890.21,10395.63,24351.16,10,103,East
28-01-23,244966,192590,791,2765,4979,4207,4282,2198,15032,234,1055,39,4366.51,27582.64,40293.85,3,103,East
28-01-23,334546,32071,73567,5557,9603,93,9002,5890,5685,45,73,1256,46418.26,1156.14,16375.6,6,104,West
28-01-23,216771,119220,235851,2736,11776,668,8756,810,8411,778,39,1129,10542.1,6833.38,57136.52,3,101,North
28-01-23,280010,9664,129564,2753,7206,2385,4326,14421,1913,62,1480,536,6747.18,4930.07,63215.75,3,102,South
28-01-23,221926,129688,119124,6432,2461,1245,3768,12967,3522,155,402,1404,67981.48,621.65,3577.87,9,101,North
28-01-23,17903,541327,27695,1363,4781,5573,5875,2275,15801,1175,354,137,16611.95,37779.95,20801.1,5,103,East
28-01-23,136101,9549,322703,8238,2876,3488,1861,7715,10088,914,520,667,30996.03,14331.87,23900.1,8,104,West
28-01-23,108826,172543,313539,105,2203,10857,10340,1971,6726,410,1040,302,14106.16,39511.09,11198.75,3,105,Central
28-01-23,280009,208577,21819,729,7754,2758,697,14205,966,1055,509,304,15245.08,6991.4,35606.52,3,104,West
28-01-23,1664,218873,272044,1422,6267,4396,4715,10998,5548,712,948,491,33852.35,17163.46,8212.19,2,101,North
28-01-23,213616,42291,338632,3532,4541,3967,6206,2666,8997,438,705,538,25054.05,33069.2,17086.75,1,105,Central
28-01-23,73845,326493,131441,768,6278,5564,5713,8165,3901,116,149,1333,10513.84,1126.39,66842.77,12,101,North
28-01-23,101293,157460,229807,7065,2864,3996,8881,2759,4905,1378,229,15,47957.37,8330.53,8615.1,10,103,East
28-01-23,288096,82027,92155,1157,7232,1799,5697,6610,2910,381,33,1622,10848.75,51615.94,160.31,2,102,South
28-01-23,118587,330194,111889,82,7829,3113,14701,9295,876,1000,330,481,56208.12,991.25,16636.63,3,105,Central
28-01-23,56705,232844,165669,187,1535,11168,5629,14045,5258,811,465,200,32834.93,15811.22,15886.85,4,103,East
28-01-23,104631,4869,342936,4244,1017,7652,3677,11823,1039,707,669,424,32359.87,33262.43,13879.7,11,105,Central
28-01-23,136838,38171,268072,776,9158,1322,9488,1003,4618,920,153,440,16580.25,39260.43,10281.32,3,101,North
28-01-23,118555,172372,178945,3684,8440,2465,11184,4356,773,522,21,1222,39026.21,13032.15,3502.64,10,105,Central
28-01-23,58566,115485,380943,1735,1521,6791,13539,8944,959,814,694,347,4242.71,29158.13,37404.16,9,105,Central
28-01-23,75673,64074,365930,3258,8742,2493,9344,4914,1322,137,1646,68,36683.74,3596.51,19059.75,2,102,South
04-02-23,197664,18665,352791,10860,3214,1533,9189,4506,1882,207,708,750,17740.16,32595.77,7667.07,12,101,North
04-02-23,170684,170305,146827,1520,6054,6078,6074,15055,1704,1329,174,68,52664.38,1295.34,7090.28,8,103,East
04-02-23,94753,228623,129852,4496,1142,6465,1102,2586,14069,280,782,364,65704.37,6734.64,901.99,12,102,South
04-02-23,144590,142520,198007,2675,7622,3664,8449,12131,1585,351,1305,402,23175.05,4666.5,40998.45,3,101,North
04-02-23,415644,142751,18903,10270,996,944,3596,11872,4733,125,249,1375,19130.94,1133.64,59182.42,10,101,North
04-02-23,140823,132533,133198,65,5000,8638,177,11357,8674,296,918,732,9655.8,14028.72,53971.48,3,102,South
04-02-23,54728,179378,228671,4195,9435,2278,4921,3460,6884,123,844,483,47516.75,19803.06,10488.19,1,104,West
04-02-23,2692,280353,198034,5703,3362,2428,92,7205,11351,477,189,682,16313.62,4393.01,35378.37,11,101,North
04-02-23,43605,7912,373655,3080,7786,118,12224,8976,198,173,737,1222,14179.56,54971.24,1210.2,11,104,West
04-02-23,19528,329627,120825,3033,3482,4987,2346,16063,5278,636,455,274,16357.53,38056.97,9930.5,2,104,West
04-02-23,98629,62986,291315,2294,7421,4463,1571,5929,16194,484,1380,179,19366.13,15713.2,32117.67,10,102,South
04-02-23,424847,27261,85452,12729,766,1734,3333,6866,11065,226,304,988,16549.41,27463.98,21802.61,5,104,West
04-02-23,124991,258471,196706,3977,7636,2341,16750,3240,1934,1191,941,50,18152.99,30308.21,27253.8,9,104,West
04-02-23,451262,86556,24156,5745,2684,7195,2477,20,16020,651,701,58,14589.85,22701.66,19020.49,7,101,North
04-02-23,296312,21194,100995,5667,5881,572,20708,1277,2540,166,743,884,7678.07,32478.71,26673.22,2,102,South
04-02-23,115227,130777,349812,4637,3668,2638,916,12722,1434,931,230,586,37490.76,12981.07,17279.17,4,102,South
04-02-23,221269,139811,193258,41,5704,7390,2137,9821,3221,141,1198,409,31885.55,18278.59,12032.86,4,101,North
04-02-23,74294,130218,230340,4176,910,7282,16676,2324,4237,557,643,319,24826.14,1154.11,49801.75,8,102,South
04-02-23,83929,6429,386832,2364,4664,5275,12153,3719,2068,262,153,1045,20723.99,39828.9,2469.11,3,104,West
04-02-23,126317,108855,200220,7636,721,5083,844,13548,4842,1479,322,145,39091.92,13476.78,7433.3,4,104,West
04-02-23,191512,41630,251654,4611,7102,2754,8373,315,7043,432,951,287,12603.83,38252.18,18822.99,2,105,Central
04-02-23,147430,185391,222687,4456,6394,759,18333,39,1052,483,503,1141,31196.29,27271.08,7163.63,7,101,North
04-02-23,203948,355453,16110,4024,1754,8633,756,16515,1630,1273,571,189,42288.24,17904.6,2294.16,10,103,East
04-02-23,311960,66365,49233,2904,3631,3517,2604,4655,8843,625,93,1315,6796.3,39409.41,17870.29,2,104,West
11-02-23,121079,137035,195284,3882,4450,1822,523,9890,6798,1686,74,440,5211.42,48726.95,5118.63,12,104,West
11-02-23,285892,273711,14974,3560,6546,4186,7836,2778,7553,494,669,1001,17882.68,24309.61,16237.71,8,103,East
11-02-23,408766,54799,132228,4650,912,8029,1010,8511,14396,428,370,887,20667.18,43133.87,4314.95,10,105,Central
11-02-23,169913,202111,60853,7727,1569,5372,3973,9069,3588,740,396,648,31557.25,4169.07,39577.68,7,105,Central
11-02-23,99977,184414,251196,419,8884,5426,1391,15965,2949,1843,336,7,23728,14253.08,29398.92,2,104,West
11-02-23,234640,59007,301105,1271,11995,2365,10590,10109,2715,503,688,479,3790.95,56709.11,4045.94,10,101,North
11-02-23,100531,359618,89739,1159,11955,2437,5234,3234,9377,911,707,216,15357.76,36288.59,13184.65,7,104,West
11-02-23,382942,68391,1430,5543,2562,2795,761,4595,16269,379,706,308,28036.51,16253.68,34550.81,3,105,Central
11-02-23,161238,299250,65034,536,11586,3077,15336,4928,3012,1619,426,115,15324.95,22524.98,34034.07,4,104,West
11-02-23,63709,232256,253709,4946,4424,2770,1382,13454,1564,384,1526,87,3389.21,1493.18,51379.61,1,101,North
11-02-23,148655,9746,318393,8643,2167,2333,3879,7690,4648,36,1275,620,5853.12,42901.99,26319.89,7,101,North
11-02-23,115280,86195,214638,517,5960,7578,501,20937,2103,229,782,428,49170.36,712.77,11291.87,8,102,South
11-02-23,180539,216342,130401,125,5904,4587,10733,10275,213,552,106,715,21709.37,43416.26,4860.37,7,102,South
11-02-23,277623,219401,16303,9506,4630,278,18187,2413,185,332,230,1310,32500.41,33949.06,1532.53,2,101,North
11-02-23,68841,275956,224523,1206,7551,7156,5776,9371,3884,906,214,1033,53147.96,740.87,1579.17,11,104,West
11-02-23,171141,310575,48220,2647,2793,6010,8368,9018,1935,197,390,1270,20789.73,21824.77,31990.5,5,103,East
11-02-23,283756,264017,49046,2556,3779,7152,14888,717,4045,760,616,182,3617.31,39711.76,29024.93,9,102,South
11-02-23,296227,17907,114879,603,8388,3528,18894,3255,1557,117,1477,87,34963.12,5335.54,20069.34,1,103,East
11-02-23,174774,46875,302172,9028,3202,262,9340,684,7728,1068,687,193,13849.96,39848.51,15354.53,1,104,West
11-02-23,307233,102913,135033,1172,3923,6692,7287,13844,179,71,433,1019,27432.58,40434.35,6995.07,1,102,South
11-02-23,56901,11328,380871,8936,2657,70,1228,9039,7873,385,961,9,19888.48,31021.26,17575.26,4,105,Central
11-02-23,204475,68834,150110,8442,48,3974,11811,5866,2428,95,1785,4,49787.26,2249.45,23401.29,4,101,North
11-02-23,352982,97319,144105,3836,6609,2290,3482,5220,12508,109,1053,144,27493.57,36678.16,1232.27,10,101,North
11-02-23,245735,19427,141645,2029,8770,4451,9228,9113,3676,1701,96,390,46359.78,27548.66,2914.56,1,103,East
18-02-23,391326,51807,26891,3701,685,8998,1427,14345,8170,715,691,31,7366.58,42670.02,8812.4,11,103,East
18-02-23,189567,38822,181055,77,6399,6077,8903,5003,7121,7,915,793,34470.63,9247.25,12384.12,11,101,North
18-02-23,93198,62799,400266,6413,4711,472,6000,7140,7807,608,252,763,44840.37,14502.36,4490.27,2,104,West
18-02-23,75975,225850,138965,5676,2386,3964,6831,3675,12439,523,895,481,8687.94,22599.74,42734.32,9,105,Central
18-02-23,111418,241057,124929,3756,6029,5438,2553,8468,6406,508,155,1093,29202.68,18650.14,28067.18,4,103,East
18-02-23,141510,410526,10181,4489,3858,3747,18327,193,536,504,679,340,1798.96,5654.98,63056.06,6,104,West
18-02-23,277673,19397,159595,488,281,12567,10258,5850,5462,112,1207,737,12486.04,23726.16,19972.8,3,101,North
18-02-23,274530,155780,88535,73,14906,384,19987,1358,1976,579,15,753,13512.45,29595.97,35781.58,1,104,West
18-02-23,200420,123862,218764,499,2348,11959,4404,9527,1104,1214,117,203,49620.48,4042.69,20746.83,12,103,East
18-02-23,6613,239299,182674,3788,3569,4862,13524,3190,6206,595,346,803,55411.78,9550.64,2445.58,1,102,South
18-02-23,409554,129304,33968,9538,3570,476,7540,6156,9798,270,985,624,3555.45,6359.61,52870.94,6,104,West
18-02-23,117697,110325,214615,14,6736,8839,8477,6759,2848,1180,128,724,15059.53,19327.04,20807.43,3,103,East
18-02-23,16388,406852,119188,1699,9709,2798,19938,317,1669,191,32,1157,10379.12,47887.84,3418.04,6,105,Central
18-02-23,173339,180268,185490,8417,456,1984,4755,5759,6926,246,992,186,10879.49,23353.53,36543.98,11,103,East
18-02-23,8885,286484,149418,8611,633,860,146,934,18545,1458,352,75,46471.95,6548.07,23957.98,10,102,South
18-02-23,266964,107569,80131,859,8888,2417,5864,1115,16769,134,1518,386,6704.53,1503.04,64747.43,12,104,West
18-02-23,443561,49947,68214,2639,8830,796,6275,7874,2637,72,410,1453,22821.84,47754.72,1027.44,1,104,West
18-02-23,392597,60421,104504,10642,1097,3882,6086,16305,705,635,701,104,29207.19,6293.85,36853.96,3,105,Central
18-02-23,328396,91250,119960,3241,8699,3181,7740,5433,3335,572,967,263,26036.32,20809.17,12946.51,2,103,East
18-02-23,276676,142206,70585,526,986,9150,16104,1413,1953,643,64,1023,14240.59,39880.8,9497.61,4,101,North
18-02-23,210523,183034,37381,1743,477,8292,11911,689,8856,2,1385,622,11976.04,1518.4,54841.56,10,104,West
